tweet_id,created_at,source,target
1212731529497128961,Thu Jan 02 13:45:02 +0000 2020,GOOG,GOOG
1212731058720006145,Thu Jan 02 13:43:10 +0000 2020,GOOG,SPY
1212731058720006145,Thu Jan 02 13:43:10 +0000 2020,GOOG,GSPC
1212731058720006145,Thu Jan 02 13:43:10 +0000 2020,GOOG,AAPL
1212731058720006145,Thu Jan 02 13:43:10 +0000 2020,GOOG,NFLX
1212731058720006145,Thu Jan 02 13:43:10 +0000 2020,GOOG,GOOG
1212731058720006145,Thu Jan 02 13:43:10 +0000 2020,GOOG,TSLA
1212731035135467523,Thu Jan 02 13:43:04 +0000 2020,GOOG,SPY
1212731035135467523,Thu Jan 02 13:43:04 +0000 2020,GOOG,GSPC
1212731035135467523,Thu Jan 02 13:43:04 +0000 2020,GOOG,AAPL
1212731035135467523,Thu Jan 02 13:43:04 +0000 2020,GOOG,NFLX
1212731035135467523,Thu Jan 02 13:43:04 +0000 2020,GOOG,GOOG
1212731035135467523,Thu Jan 02 13:43:04 +0000 2020,GOOG,TSLA
1212730471383216128,Thu Jan 02 13:40:50 +0000 2020,GOOG,GOOG
1212727083157401601,Thu Jan 02 13:27:22 +0000 2020,GOOG,SPY
1212727083157401601,Thu Jan 02 13:27:22 +0000 2020,GOOG,GSPC
1212727083157401601,Thu Jan 02 13:27:22 +0000 2020,GOOG,AAPL
1212727083157401601,Thu Jan 02 13:27:22 +0000 2020,GOOG,NFLX
1212727083157401601,Thu Jan 02 13:27:22 +0000 2020,GOOG,GOOG
1212727083157401601,Thu Jan 02 13:27:22 +0000 2020,GOOG,TSLA
1212727064450805761,Thu Jan 02 13:27:18 +0000 2020,GOOG,SPY
1212727064450805761,Thu Jan 02 13:27:18 +0000 2020,GOOG,GSPC
1212727064450805761,Thu Jan 02 13:27:18 +0000 2020,GOOG,AAPL
1212727064450805761,Thu Jan 02 13:27:18 +0000 2020,GOOG,NFLX
1212727064450805761,Thu Jan 02 13:27:18 +0000 2020,GOOG,GOOG
1212727064450805761,Thu Jan 02 13:27:18 +0000 2020,GOOG,TSLA
1212726698258698240,Thu Jan 02 13:25:50 +0000 2020,GOOG,GOOG
1212726685839306752,Thu Jan 02 13:25:47 +0000 2020,GOOG,GOOG
1212726685839306752,Thu Jan 02 13:25:47 +0000 2020,GOOG,GOOGL
1212725934656237569,Thu Jan 02 13:22:48 +0000 2020,GOOG,MDCL
1212725934656237569,Thu Jan 02 13:22:48 +0000 2020,GOOG,AMZN
1212725934656237569,Thu Jan 02 13:22:48 +0000 2020,GOOG,TSLA
1212725934656237569,Thu Jan 02 13:22:48 +0000 2020,GOOG,WMT
1212725934656237569,Thu Jan 02 13:22:48 +0000 2020,GOOG,TGT
1212724803712569344,Thu Jan 02 13:18:19 +0000 2020,GOOG,NVDA
1212724803712569344,Thu Jan 02 13:18:19 +0000 2020,GOOG,STZ
1212724803712569344,Thu Jan 02 13:18:19 +0000 2020,GOOG,WORK
1212724803712569344,Thu Jan 02 13:18:19 +0000 2020,GOOG,DIS
1212724803712569344,Thu Jan 02 13:18:19 +0000 2020,GOOG,LYFT
1212724803712569344,Thu Jan 02 13:18:19 +0000 2020,GOOG,GOOG
1212724803712569344,Thu Jan 02 13:18:19 +0000 2020,GOOG,SNAP
1212724803712569344,Thu Jan 02 13:18:19 +0000 2020,GOOG,CGC
1212724803712569344,Thu Jan 02 13:18:19 +0000 2020,GOOG,IIPR
1212724803712569344,Thu Jan 02 13:18:19 +0000 2020,GOOG,TWTR
1212723222074056704,Thu Jan 02 13:12:02 +0000 2020,GOOG,SPY
1212723222074056704,Thu Jan 02 13:12:02 +0000 2020,GOOG,GSPC
1212723222074056704,Thu Jan 02 13:12:02 +0000 2020,GOOG,AAPL
1212723222074056704,Thu Jan 02 13:12:02 +0000 2020,GOOG,NFLX
1212723222074056704,Thu Jan 02 13:12:02 +0000 2020,GOOG,GOOG
1212723222074056704,Thu Jan 02 13:12:02 +0000 2020,GOOG,TSLA
1212722922177077249,Thu Jan 02 13:10:50 +0000 2020,GOOG,GOOG
1212722472052822018,Thu Jan 02 13:09:03 +0000 2020,GOOG,GOOG
1212722472052822018,Thu Jan 02 13:09:03 +0000 2020,GOOG,GOOGL
1212722472052822018,Thu Jan 02 13:09:03 +0000 2020,GOOG,GOOG
1212722455611138054,Thu Jan 02 13:08:59 +0000 2020,GOOG,MDCL
1212722455611138054,Thu Jan 02 13:08:59 +0000 2020,GOOG,ITHUF
1212722455611138054,Thu Jan 02 13:08:59 +0000 2020,GOOG,AMZN
1212722455611138054,Thu Jan 02 13:08:59 +0000 2020,GOOG,TSLA
1212722455611138054,Thu Jan 02 13:08:59 +0000 2020,GOOG,WMT
1212722455611138054,Thu Jan 02 13:08:59 +0000 2020,GOOG,TGT
1212721867078983683,Thu Jan 02 13:06:39 +0000 2020,GOOG,SNE
1212721867078983683,Thu Jan 02 13:06:39 +0000 2020,GOOG,AAPL
1212721867078983683,Thu Jan 02 13:06:39 +0000 2020,GOOG,RKUNY
1212720208202420224,Thu Jan 02 13:00:03 +0000 2020,GOOG,MSFT
1212720208202420224,Thu Jan 02 13:00:03 +0000 2020,GOOG,GOOGL
1212720208202420224,Thu Jan 02 13:00:03 +0000 2020,GOOG,GOOG
1212720208202420224,Thu Jan 02 13:00:03 +0000 2020,GOOG,FB
1212720208202420224,Thu Jan 02 13:00:03 +0000 2020,GOOG,BABA
1212720208202420224,Thu Jan 02 13:00:03 +0000 2020,GOOG,V
1212720208202420224,Thu Jan 02 13:00:03 +0000 2020,GOOG,WMT
1212720208202420224,Thu Jan 02 13:00:03 +0000 2020,GOOG,BAC
1212720208202420224,Thu Jan 02 13:00:03 +0000 2020,GOOG,PG
1212720208202420224,Thu Jan 02 13:00:03 +0000 2020,GOOG,MA
1212719147051823109,Thu Jan 02 12:55:50 +0000 2020,GOOG,GOOG
1212716448344354816,Thu Jan 02 12:45:07 +0000 2020,GOOG,GOOG
1212716448344354816,Thu Jan 02 12:45:07 +0000 2020,GOOG,GOOGL
1212715944541331457,Thu Jan 02 12:43:07 +0000 2020,GOOG,SPY
1212715944541331457,Thu Jan 02 12:43:07 +0000 2020,GOOG,GSPC
1212715944541331457,Thu Jan 02 12:43:07 +0000 2020,GOOG,AAPL
1212715944541331457,Thu Jan 02 12:43:07 +0000 2020,GOOG,NFLX
1212715944541331457,Thu Jan 02 12:43:07 +0000 2020,GOOG,GOOG
1212715944541331457,Thu Jan 02 12:43:07 +0000 2020,GOOG,TSLA
1212715372123770883,Thu Jan 02 12:40:50 +0000 2020,GOOG,GOOG
1212711597443108864,Thu Jan 02 12:25:50 +0000 2020,GOOG,GOOG
